Country Name,Country Code,Series Name,Series Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-10.8378557356567,9.00885253995469,13.5011733754336,6.66662049881369,7.94033142454762,4.23137101758226,5.77349056080081,5.70955659620999,5.72081994678555,5.43101273852915,5.89999999980755,7.52999998948079,3.35000000887302,3.70999999380066,2.55000000544001,1.41999999814648,1.10999999256572,1.79999999809164,2.59000000518199,3.4599999943693
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Albania,ALB,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,5.26957699339956,..,..,..,..,..,..,..
Albania,ALB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,54.8790016174316,54.1339988708496,53.7060012817383,53.7309989929199,47.9889984130859,52.5029983520508,51.9930000305176,50.951000213623,49.9679985046387,49.560001373291,48.5359992980957,48.0970001220703,46.992000579834,46.2159996032715,45.5859985351563,45.1129989624023,43.2280006408691,41.5670013427734,41.7140007019043,42.1069984436035
Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,114.900766423358,114.179927007299,113.459051094891,112.738211678832,111.685145985401,111.350729927007,110.934890510949,110.472226277372,109.908284671533,109.21704379562,108.394781021898,107.566204379562,106.843759124088,106.314635036496,106.02901459854,105.854051094891,105.660291970803,105.441751824818,105.135145985401,104.967189781022
Albania,ALB,"Population, total",SP.POP.TOTL,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101
Albania,ALB,Refugee population by country or territory of asylum,SM.POP.REFG,30,22332,3930,523,292,17,26,51,56,56,77,65,70,76,82,86,93,104,104,111
Albania,ALB,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,27.2299995422363,..,..,30.0100002288818,26.7999992370605,30.5400009155273,34.5,32.7999992370605,..
Algeria,DZA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3281.10213909542,3397.41019779189,3457.13704649758,3541.07203679729,3600.4372541096,3754.51627515001,3974.17503202227,4091.1442350798,4273.31275146765,4282.32823091748,4359.37574752245,4390.49963275957,4386.03889558891,4463.39467488951,4504.92009813206,4564.43501678967,4596.21962738807,4675.88502447667,4759.5952415194,4846.41824654373
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.09999993785055,5.10000361050234,3.20000155059535,3.81967849559879,3.00839546613716,5.60932318983274,7.20187224401604,4.30162426436429,5.90779126808133,1.68448831869128,3.37287515437164,2.36013486105327,1.63224383752232,3.63414535334246,2.89186599464848,3.37476865068784,2.76763886677112,3.78912121166823,3.76346695783126,3.69999999956903
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.7150650024414,96.0609970092773,96.3890838623047,96.7021331787109,97.0040435791016,97.298698425293,97.5900192260742,97.8818893432617,98.1842651367188,98.4907379150391,98.8065185546875,99.3,99.4438934326172,99.7111740112305,99.8895416259766,99.9730834960938,99.9969177246094,100,..,..
Algeria,DZA,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,0.0392229403642657,..,..,..,..,..,..,..
Algeria,DZA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,33.2130012512207,32.8429985046387,32.4819984436035,30.5860004425049,31.4669990539551,31.8959999084473,32.6829986572266,35.101001739502,35.9900016784668,37.1419982910156,36.4010009765625,37.3650016784668,37.7750015258789,38.068000793457,38.173999786377,37.9140014648438,39.3019981384277,38.9459991455078,38.8880004882813,38.8979988098145
Algeria,DZA,Population density (people per sq. km of land area),EN.POP.DNST,12.5483213952824,12.7367941085089,12.9172844223131,13.0928060997422,13.2643164241269,13.4334755262959,13.6049753541528,13.7845004072653,13.9765201071486,14.1820328835221,14.401267980552,14.6366584933704,14.890693358637,15.1643911594045,15.4591004895581,15.7724382174377,16.0968711950087,16.4221521147765,16.7404969725927,17.0488949050296
Algeria,DZA,"Population, total",SP.POP.TOTL,29886839,30335732,30765613,31183660,31592153,31995046,32403514,32831096,33288437,33777915,34300076,34860715,35465760,36117637,36819558,37565847,38338562,39113313,39871528,40606052
Algeria,DZA,Refugee population by country or territory of asylum,SM.POP.REFG,170746,165226,165249,169656,169422,169233,169033,169048,94101,94180,94137,94093,94137,94144,94148,94133,94150,94128,94182,94220
Algeria,DZA,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,25.4500007629395,24.5300006866455,26,22.7000007629395,21.5,22.7999992370605,21.2000007629395,..
American Samoa,ASM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,10613.9115418862,10630.4536535068,10661.173537835,10644.5810685804,10282.4565949728,10619.6136467331,10500.3858391248,10199.0601502139,10352.8227618312,10442.7264995652,10000.3110739949,9665.23344385512,9779.88348722076,9868.88210970834,..
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,0.814111261872455,0.538358008075377,-0.401606425702823,-4.16666666666666,1.96353436185133,-2.61348005502063,-4.23728813559322,0.442477876106182,0.293685756240819,-4.39238653001463,-3.21592649310874,1.4240506329114,1.09204368174727,..
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,0.000261754979888492,..,..,..,..,..,..,..
American Samoa,ASM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population density (people per sq. km of land area),EN.POP.DNST,274.705,279.505,283.85,287.605,290.875,293.655,295.585,296.32,295.59,293.25,289.515,285.15,281.135,278.185,276.6,276.15,276.535,277.185,277.685,277.995
American Samoa,ASM,"Population, total",SP.POP.TOTL,54941,55901,56770,57521,58175,58731,59117,59264,59118,58650,57903,57030,56227,55637,55320,55230,55307,55437,55537,55599
American Samoa,ASM,Refugee population by country or territory of asylum,SM.POP.REFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,37293.3524676456,38595.7957106487,40035.5576545836,39870.5033647003,41064.1541760868,42013.7736801167,45050.5525377669,46730.6565549126,48718.1651711328,49615.8200603728,48638.4243930842,43833.8053469624,41860.240309586,39627.6635163399,38038.8800256098,37967.8025665574,38715.3551359194,..,..,..
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.06767219910513,3.19479029605851,4.09908083663409,1.16578707933228,6.06678059681872,6.42684513850158,12.0239197396079,8.06950429074125,7.83970449604648,4.58531059335641,0.078039377902499,-8.59425600818136,-3.81798602402674,-5.34797718118854,-4.80267503725287,-1.76001032768896,-0.0635143126218196,..,..,..
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Andorra,AND,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Population density (people per sq. km of land area),EN.POP.DNST,136.865957446809,136.472340425532,136.957446808511,139.127659574468,143.278723404255,149.040425531915,155.706382978723,162.221276595745,167.802127659574,172.321276595745,175.921276595745,178.427659574468,179.706382978723,179.678723404255,178.193617021277,175.385106382979,171.889361702128,168.559574468085,165.987234042553,164.427659574468
Andorra,AND,"Population, total",SP.POP.TOTL,64327,64142,64370,65390,67341,70049,73182,76244,78867,80991,82683,83861,84462,84449,83751,82431,80788,79223,78014,77281
Andorra,AND,Refugee population by country or territory of asylum,SM.POP.REFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2015.01392153344,2094.47852756743,2101.94533402433,2100.57238329504,2119.32593151743,1906.08657987112,1936.59966053262,2071.90526529851,2364.194266479,2754.41363654165,3258.47527880092,3578.8728059932,3536.79829568814,3529.05348173757,3538.71568511348,3591.02743812173,3702.59918011167,3747.56835973634,3730.16906279479,3606.64449191561
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.90000000976703,6.8047621164026,3.2397996705996,3.01207617104586,4.22096514726005,-6.94046155293242,5.24749454056162,10.8795774758584,18.2614503245644,20.7351248827892,22.5930542991417,13.8171458087553,2.41286969254453,3.40765479391563,3.91859698579799,5.15544054479086,6.81358576983935,4.80447270408375,3.00698054504154,0
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,43.7286224365234,43.0988349914551,42.4512062072754,41.7885398864746,41.1147270202637,40.4336700439453,39.749267578125,39.0654182434082,38.3860244750977,37.7149772644043,37.5,36.4059982299805,35.7655067443848,35.1320190429688,34.6,33.879035949707,33.256046295166,32,..,..
Angola,AGO,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,1.01176467635625,..,..,..,..,..,..,..
Angola,AGO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,65.2289962768555,65.161003112793,65.1780014038086,65.1760025024414,65.1460037231445,64.8010025024414,64.8499984741211,64.6190032958984,64.1650009155273,63.7430000305176,63.2709999084473,63.1129989624023,63.3860015869141,63.5460014343262,63.5940017700195,63.6290016174316,63.648998260498,63.7439994812012,63.7949981689453,63.8110008239746
Angola,AGO,Population density (people per sq. km of land area),EN.POP.DNST,12.1031370818962,12.4362861955563,12.793587871982,13.1875543434668,13.6225764017005,14.0953308735061,14.6012424801476,15.1325226598219,15.6834378759926,16.2528266623887,16.8426141012272,17.4536135397449,18.0873883051255,18.7447910483677,19.4261370016844,20.1300633672896,20.8537258362076,21.5933793214085,22.3464385978985,23.1117855137563
Angola,AGO,"Population, total",SP.POP.TOTL,15088981,15504318,15949766,16440924,16983266,17572649,18203369,18865716,19552542,20262399,20997687,21759420,22549547,23369131,24218565,25096150,25998340,26920466,27859305,28813463
Angola,AGO,Refugee population by country or territory of asylum,SM.POP.REFG,9364,10605,13071,12086,12250,12250,13382,13970,13984,13090,12069,12710,14734,15155,16223,23413,23783,15474,15555,15537
Angola,AGO,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,11110.5148115443,11328.4195368888,11464.1970680634,11906.684247911,11092.5099344922,11056.0151766257,11593.5753909712,12133.3363460388,12752.2812820847,14218.2565223361,15355.4268216395,15180.5105084166,13196.0602753709,12126.8761392994,11781.3690776406,12099.734924513,11946.2812950932,12363.3151344107,12738.5300356213,13158.9684451245
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.471131931738,4.73131371210214,3.70789461849279,6.08463497258951,-5.19616635813045,1.08771970302321,6.11053944887441,5.81143105772124,6.28728375249641,12.804960792028,9.28961443913434,0.0476763929949158,-12.0355550351434,-7.04172467630031,-1.7632730191209,3.8374697868161,-0.200091657282371,4.60279330792024,4.12699709939699,4.37567865362792
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.3730926513672,86.9883117675781,87.5857009887695,88.1680374145508,88.7392349243164,89.3031921386719,89.8638000488281,90.4249572753906,90.9905776977539,91.5645370483398,92.1498107910156,92.7455825805664,93.35009765625,93.9616165161133,94.5520140336941,95.1986541748047,95.8206787109375,96.442985534668,..,..
Antigua and Barbuda,ATG,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Population density (people per sq. km of land area),EN.POP.DNST,176.679545454545,181.479545454545,185.979545454545,189.963636363636,193.311363636364,196.059090909091,198.393181818182,200.584090909091,202.847727272727,205.229545454545,207.684090909091,210.177272727273,212.684090909091,215.138636363636,217.543181818182,219.947727272727,222.327272727273,224.715909090909,227.097727272727,229.461363636364
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,77739,79851,81831,83584,85057,86266,87293,88257,89253,90301,91381,92478,93581,94661,95719,96777,97824,98875,99923,100963
Antigua and Barbuda,ATG,Refugee population by country or territory of asylum,SM.POP.REFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,..
Antigua and Barbuda,ATG,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8500.94036184635,8728.94765116614,8339.89438868086,8182.68650230868,7735.49336439011,6816.73485537778,7337.79203783303,7913.74312362482,8522.52273238782,9112.11316338653,9830.68091982204,10125.1262721185,9428.50254117176,10276.2604977053,10780.0156577357,10557.8853892544,10699.1977159711,10323.20693976,10490.0195683235,10148.5101468259
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.1110467707457,3.85017885156229,-3.3854570406327,-0.78899893905691,-4.40883968258557,-10.8944848285903,8.83704079576924,9.02957330068155,8.85165992013435,8.04715150043027,9.00765087504757,4.05723310346406,-5.91852507634947,10.1253981561002,6.00395169280579,-1.02642045443208,2.40532378079436,-2.51261532081396,2.64727141477579,-2.29817599109387
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,93.9211730957031,94.3295440673828,94.7200698852539,95.0955581665039,95.5110634674458,95.817008972168,96.1707611083984,96.5250701904297,96.8838272094727,97.2509384155273,97.6293563842773,98.0248184204102,98.4211883544922,98.82,99.2201919555664,99.5730590820313,99.83154296875,100,..,..
Argentina,ARG,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,0.167189950512828,..,..,..,..,..,..,..
Argentina,ARG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,49.2630004882813,50.4580001831055,49.7060012817383,49.1790008544922,47.9739990234375,46.8520011901855,49.0789985656738,53.7050018310547,55.015998840332,56.2770004272461,56.3600006103516,56.1720008850098,55.935001373291,55.806999206543,55.7589988708496,55.931999206543,56.3160018920898,56.4790000915527,56.9410018920898,57.023998260498
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,13.0939086999258,13.2428554202339,13.3913844827145,13.5409754119027,13.6922738782982,13.8449623450226,13.9984357015226,14.1516561978156,14.3039540466768,14.4550131728475,14.6053166416364,14.7559237619168,14.9083041922907,15.0634120050134,15.2216286828249,15.3823556924606,15.5442980388718,15.7056571990251,15.8650650968871,16.0220668033281
Argentina,ARG,"Population, total",SP.POP.TOTL,35833969,36241590,36648068,37057452,37471509,37889370,38309379,38728696,39145488,39558890,39970224,40382389,40799407,41223889,41656879,42096739,42539925,42981515,43417765,43847430
Argentina,ARG,Refugee population by country or territory of asylum,SM.POP.REFG,10522,2270,2345,2396,2396,2439,2642,2916,3074,3158,3263,2845,3230,3276,3361,3488,3362,3498,3207,3222
Argentina,ARG,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,20.6399993896484,20.4500007629395,18.8199996948242,18.6000003814697,..,18.5799999237061,..,..
Armenia,ARM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1172.13680235161,1267.5752827037,1317.74192344716,1404.32146207448,1548.07585116108,1761.88827200001,2019.98486734451,2244.22017077501,2571.98575552046,2933.83347842552,3366.16218732912,3629.15770214106,3136.81172720558,3218.38165488465,3371.6728305502,3606.48055353557,3710.5757426146,3827.34319548141,3927.66224360024,3924.93338727309
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.32107969582276,7.3,3.30000000000001,5.89999999999978,9.55664149553445,13.186300532067,14.0407950559649,10.4678418639969,13.8657112498155,13.1980035154758,13.7492019586216,6.90000000168239,-14.149988640087,2.1999999991457,4.69999999861844,7.20000000328227,3.30000000179984,3.6000000009613,2.99999999685869,0.19999999823581
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.5450592041016,98.6874313354492,98.8143081665039,98.9,100,98,99.2153549194336,99.3073043823242,99.8,99.5071563720703,99.619987487793,99.7395172119141,99.8528900146484,99.8,99.9835433959961,99.9979400634766,100,100,..,..
Armenia,ARM,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,0.478231100921505,..,..,..,..,..,..,..
Armenia,ARM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,48.2820014953613,47.6269989013672,47.617000579834,46.7410011291504,46.6539993286133,46.9099998474121,47.1380004882813,47.3950004577637,47.689998626709,48.0270004272461,48.423999786377,48.9679985046387,48.2029991149902,49.8790016174316,51.4280014038086,51.8530006408691,52.7179985046387,51.9469985961914,52.5410003662109,52.9000015258789
Armenia,ARM,Population density (people per sq. km of land area),EN.POP.DNST,110.048682824025,109.191570073762,108.500772743239,107.818335089568,107.153319283456,106.564699683878,105.999508254303,105.395574288725,104.715806111697,103.916403231472,103.022690551458,102.15033368458,101.460625219529,101.064664559185,101.003898840885,101.226624517035,101.633614330875,102.080084299262,102.456972251493,102.733263083948
Armenia,ARM,"Population, total",SP.POP.TOTL,3133086,3108684,3089017,3069588,3050655,3033897,3017806,3000612,2981259,2958500,2933056,2908220,2888584,2877311,2875581,2881922,2893509,2906220,2916950,2924816
Armenia,ARM,Refugee population by country or territory of asylum,SM.POP.REFG,219000,310012,296216,280591,264337,247550,239289,235235,219550,113714,4566,3953,3607,3296,2918,2854,13732,17640,19319,17873
Armenia,ARM,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.0999984741211,39.9900016784668,40.9000015258789,..,35.560001373291,..
Aruba,ABW,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,24271.9404205267,..,..,..,..,..,..
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.66662183020206,1.15446939174406,4.51406203251221,-0.364695778713454,-2.16445940890385,0.465289865491144,7.51947237328494,1.17669048367502,0.380390971382511,2.35511944298051,-3.65462624193272,-6.88130206359888,-5.65350208612952,..,..,..,..,..,..,..
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,90.8957443237305,91.1287689208984,91.3439559936523,91.6603980031457,91.7331085205078,91.9148635864258,92.0932769775391,92.2722473144531,92.4556655883789,92.6474304199219,92.8505096435547,93.0640869140625,93.2864151000977,93.3562921509542,93.7503128051758,93.9883880615234,94.2282104492188,94.4683227539063,..,..
Aruba,ABW,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Population density (people per sq. km of land area),EN.POP.DNST,474.727777777778,484.872222222222,494.472222222222,504.738888888889,516.1,527.733333333333,538.983333333333,548.538888888889,555.727777777778,560.177777777778,562.333333333333,563.072222222222,563.627777777778,564.827777777778,566.961111111111,569.872222222222,573.261111111111,576.638888888889,579.672222222222,582.344444444444
Aruba,ABW,"Population, total",SP.POP.TOTL,85451,87277,89005,90853,92898,94992,97017,98737,100031,100832,101220,101353,101453,101669,102053,102577,103187,103795,104341,104822
Aruba,ABW,Refugee population by country or territory of asylum,SM.POP.REFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,2,..
Aruba,ABW,"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,16.5599994659424,..,..,..,..,..,..
Australia,AUS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,40156.3352495743,41504.4958976453,43087.4467189905,44223.5912367361,44473.4086078835,45626.6220312732,46449.8451866154,47817.8992322005,48702.734693348,49418.6863195942,50952.4670378891,51788.440148049,51651.2232575577,51874.0804819957,52372.1545375312,53348.3889688657,53798.3585062317,54394.3342655081,54941.9114575236,55670.924142592
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.9476152272907,4.44013975037123,5.00680702601657,3.86786879656171,1.93005426100632,3.85292705053632,3.06830485081724,4.14567139532218,3.20354813216642,2.97805438554232,3.74972737014126,3.6981406851839,1.81195719876368,2.00587970060417,2.37282070033223,3.63424961605661,2.56985608805907,2.60945747981651,2.42161055597219,2.76577349883983
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Australia,AUS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,3.04709860649413,..,..,..,..,..,..,..
Australia,AUS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,58.0499992370605,58.4290008544922,58.7820014953613,59.5060005187988,59.2690010070801,59.523998260498,59.9659996032715,60.1730003356934,61.2649993896484,61.7869987487793,62.4830017089844,62.8279991149902,61.8569984436035,62.125,62.265998840332,61.8650016784668,61.3400001525879,60.8629989624023,60.7809982299805,60.8919982910156
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,2.41034585996381,2.43559871392682,2.46358512424664,2.49313356677037,2.52697759785481,2.55800997097223,2.58977129245148,2.61997058172683,2.65477786600367,2.69423219608711,2.71111516082423,2.76599455892116,2.82359449643987,2.86785858401781,2.90798641031983,2.95852205719641,3.00917082123843,3.05386329614829,3.09664267211642,3.14061661221249
Australia,AUS,"Population, total",SP.POP.TOTL,18517000,18711000,18926000,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22728254,23117353,23460694,23789338,24127159
Australia,AUS,Refugee population by country or territory of asylum,SM.POP.REFG,66074,69745,64918,60246,57895,59436,56258,63476,64964,68948,22164,20919,22548,21805,23434,30083,34503,35582,36917,42107
